Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID,Rating,Votes
The Dark Knight2012 Re-release,"$1,513,086",-,"$1,513,086",Jul 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl223118849/,185000000,Action Crime Drama Thriller,PG-13,tt0468569,9.0,2255175
Batman Begins2012 Re-release,"$1,508,658",-,"$1,508,658",Jul 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3712321025/,150000000,Action Adventure,PG-13,tt0372784,8.2,1284210
Zero Dark Thirty,"$1,442,732","2,946","$95,720,716",Dec 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1447527937/,40000000,Drama History Thriller War,R,tt1790885,7.4,267470
Tower Heist,"$1,396,150","3,370","$78,046,570",Nov 4,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1668777473/,75000000,Action Comedy Crime,PG-13,tt0471042,6.2,131577
The Oogieloves in the Big Balloon Adventure,"$1,065,907","2,160","$1,065,907",Aug 29,"Kenn Viselman Presents

",https://www.boxofficemojo.com/release/rl4100359681/,20000000,Adventure Family Fantasy Musical,,tt1520498,2.1,14840
Immortals,"$901,009","3,120","$83,504,017",Nov 11,"Relativity Media

",https://www.boxofficemojo.com/release/rl779650561/,75000000,Action Drama Fantasy Romance,R,tt1253864,6.0,159084
J. Edgar,"$812,979","1,985","$37,306,030",Nov 9,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3277489665/,35000000,Biography Drama Romance,R,tt1616195,6.5,121157
The Polar Express2012 IMAX Release,"$667,342",17,"$669,289",Nov 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl275482113/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348,6.6,168681
Moneyball,"$625,003","3,018","$75,605,492",Sep 23,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl459638273/,50000000,Biography Drama Sport,PG-13,tt1210166,7.6,356590
In Time,"$507,964","3,127","$37,520,095",Oct 28,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3882321409/,40000000,Action Sci-Fi Thriller,PG-13,tt1637688,6.7,364919
Courageous,"$482,247","1,214","$34,522,221",Sep 30,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl239961601/,2000000,Drama Fantasy,PG-13,tt1630036,7.0,18862
Midnight in Paris,"$447,867","1,038","$56,817,045",May 20,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2825029121/,17000000,Comedy Fantasy Romance,PG-13,tt1605783,7.7,381695
Dolphin Tale,"$364,063","3,515","$72,286,779",Sep 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl810452481/,37000000,Drama Family,PG,tt1564349,6.9,22115
Drive,"$239,958","2,904","$35,061,555",Sep 16,"FilmDistrict

",https://www.boxofficemojo.com/release/rl2706277889/,15000000,Crime Drama,R,tt0780504,7.8,560743
Middle of Nowhere,"$237,256",25,"$236,806",Oct 12,-,https://www.boxofficemojo.com/release/rl2959246849/,200000,Drama,R,tt1211890,6.4,1536
Amour,"$228,167",333,"$6,739,492",Dec 19,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl4282615297/,8900000,Drama Romance,PG-13,tt1602620,7.9,91520
The Help,"$227,581","3,014","$169,708,112",Aug 10,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl626624001/,25000000,Drama,PG-13,tt1454029,8.0,421124
A Very Harold & Kumar Christmas,"$207,975","2,875","$35,061,031",Nov 4,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1213629953/,19000000,Adventure Comedy,R,tt1268799,6.3,64722
Footloose2011 Re-release,"$187,763","3,555","$51,802,742",Oct 14,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1985119745/,24000000,Comedy Drama Music Romance,PG-13,tt1068242,5.9,45810
Warriors of the Rainbow: Seediq Bale I,"$136,166",13,"$136,166",Apr 27,"Well Go USA Entertainment

",https://www.boxofficemojo.com/release/rl225347073/,23000000,Action Drama History,,tt2007993,7.5,6552
Margin Call,"$116,530",199,"$5,354,039",Oct 21,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl1667466753/,3500000,Drama Thriller,R,tt1615147,7.1,114890
Not Fade Away,"$112,324",565,"$610,792",Dec 21,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl1800177153/,20000000,Drama,R,tt1230215,6.0,4291
Take Shelter,"$63,135",91,"$1,730,296",Sep 30,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1735755265/,5000000,Drama Horror Thriller,R,tt1675192,7.4,89768
Paranormal Activity 3,"$57,424","3,329","$104,028,807",Oct 21,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2624161281/,5000000,Horror Mystery,R,tt1778304,5.8,89208
Fat Kid Rules the World,"$41,000",1,"$41,000",Oct 5,"Outsider Films

",https://www.boxofficemojo.com/release/rl273909249/,750000,Comedy Drama,R,tt1995304,6.5,3215
Comic-Con Episode IV: A Fan's Hope,"$34,665",6,"$34,665",Apr 6,-,https://www.boxofficemojo.com/release/rl2622129665/,1500000,Documentary,PG-13,tt1605782,7.0,2710
Mozart's Sister,"$26,456",36,"$707,885",Aug 19,"Music Box Films

",https://www.boxofficemojo.com/release/rl2674230785/,4500000,Biography Drama Music Romance,,tt1653911,6.4,1425
The Guard,"$25,389",203,"$5,360,274",Jul 29,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2488763905/,6000000,Comedy Crime Thriller,R,tt1540133,7.3,79557
In Over My Head,"$19,482",1,"$19,482",Oct 26,-,https://www.boxofficemojo.com/release/rl3545990657/,100000,Comedy,,tt2206498,5.8,20
Marcelino Pan y Vino2012 Re-release,"$18,193",1,"$18,193",Oct 26,"Gigapix Releasing

",https://www.boxofficemojo.com/release/rl3109127681/,3000000,Drama Family,,tt1757806,6.1,148
Total Recall2012 Re-release,"$18,081",2,"$18,081",Aug 10,"Rialto Pictures

",https://www.boxofficemojo.com/release/rl41387521/,65000000,Action Sci-Fi Thriller,,tt0100802,7.5,296952
The Prophet's Son,"$16,983",1,"$16,983",Sep 29,-,https://www.boxofficemojo.com/release/rl795510273/,2750000,Drama,,tt2093269,5.4,25
Dysfunctional Friends,"$13,546",2,"$13,546",Feb 3,"Datari Turner Productions

",https://www.boxofficemojo.com/release/rl3360589313/,5000000,Comedy Drama,,tt1653002,5.0,788
The Lion King2011 3D Release,"$10,992","2,340","$94,242,001",Sep 16,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3713959425/,45000000,Adventure Animation Drama Family Musical,G,tt0110357,8.5,921668
Money Fight,"$9,004",1,"$9,004",Sep 21,"Pro-Motion Pictures

",https://www.boxofficemojo.com/release/rl2286061057/,4500000,Action Drama,PG-13,tt1121986,4.0,498
The Polar Express2011 IMAX Release,"$6,286",25,"$711,168",Nov 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl527140353/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348,6.6,168681
Amigo,"$4,085",10,"$184,705",Aug 19,"Variance Films

",https://www.boxofficemojo.com/release/rl2386789889/,1500000,Drama War,R,tt1562847,5.8,543
Split: A Deeper Divide,"$2,000",1,"$2,000",Oct 12,"Feature Presentations Releasing

",https://www.boxofficemojo.com/release/rl309560833/,150000,Documentary,,tt2382420,7.1,14
Higher Ground2011 Re-release,"$1,595",81,"$841,733",Aug 26,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1431930369/,2000000,Drama,R,tt1562568,6.2,2938
Redneck Carnage,$381,1,$706,Oct 29,-,https://www.boxofficemojo.com/release/rl1500349953/,20000,Horror,,tt1235168,4.7,28
Iron Man 3,"$409,013,994","4,253","$409,013,994",May 3,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1532659201/,200000000,Action Adventure Sci-Fi,PG-13,tt1300854,7.2,742366
The Hunger Games: Catching Fire,"$395,526,705","4,163","$424,668,047",Nov 22,"Lionsgate

",https://www.boxofficemojo.com/release/rl2638775809/,130000000,Action Adventure Mystery Sci-Fi Thriller,PG-13,tt1951264,7.5,604872
Despicable Me 2,"$367,793,270","4,003","$368,065,385",Jul 3,"Universal Pictures

",https://www.boxofficemojo.com/release/rl105874945/,76000000,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,tt1690953,7.3,364330
Man of Steel,"$291,045,518","4,207","$291,045,518",Jun 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4034037249/,225000000,Action Adventure Sci-Fi,PG-13,tt0770828,7.0,680885
Frozen,"$263,092,648","3,742","$400,738,009",Nov 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl357926401/,150000000,Adventure Animation Comedy Family Fantasy Musical,PG,tt2294629,7.4,562503
Gravity,"$254,861,229","3,820","$274,092,705",Oct 4,"Warner Bros.

",https://www.boxofficemojo.com/release/rl89622017/,100000000,Drama Sci-Fi Thriller,PG-13,tt1454468,7.7,758068
Fast & Furious 6,"$238,679,850","3,771","$238,679,850",May 24,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1028883969/,160000000,Action Adventure Thriller,PG-13,tt1905041,7.1,364182
Oz the Great and Powerful,"$234,911,825","3,912","$234,911,825",Mar 8,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1567196673/,215000000,Adventure Family Fantasy,PG,tt1623205,6.3,197634
Star Trek Into Darkness,"$228,778,661","3,907","$228,778,661",May 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2893252097/,190000000,Action Adventure Sci-Fi,PG-13,tt1408101,7.7,459310
Thor: The Dark World,"$202,651,732","3,841","$206,362,140",Nov 8,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3111421441/,170000000,Action Adventure Fantasy,PG-13,tt1981115,6.9,584474
World War Z,"$202,359,711","3,607","$202,359,711",Jun 21,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2038072833/,190000000,Action Adventure Horror Sci-Fi,PG-13,tt0816711,7.0,592061
The Croods,"$187,168,425","4,065","$187,168,425",Mar 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3192751617/,135000000,Adventure Animation Comedy Family Fantasy,PG,tt0481499,7.2,187456
The Heat,"$159,582,188","3,184","$159,582,188",Jun 28,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2185856513/,43000000,Action Comedy Crime,R,tt2404463,6.6,160532
We're the Millers,"$150,394,119","3,445","$150,394,119",Aug 7,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2558035457/,37000000,Comedy Crime,R,tt1723121,7.0,396798
The Great Gatsby,"$144,840,419","3,550","$144,840,419",May 10,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2706736641/,105000000,Drama Romance,PG-13,tt1343092,7.2,468554
The Conjuring,"$137,400,141","3,115","$137,400,141",Jul 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3830089217/,20000000,Horror Mystery Thriller,R,tt1457767,7.5,432316
Identity Thief,"$134,506,920","3,230","$134,506,920",Feb 8,"Universal Pictures

",https://www.boxofficemojo.com/release/rl777750017/,35000000,Comedy Crime Drama,R,tt2024432,5.7,122854
Grown Ups 2,"$133,668,525","3,491","$133,668,525",Jul 12,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2589427201/,80000000,Comedy,PG-13,tt2191701,5.4,138133
The Wolverine,"$132,556,852","3,924","$132,556,852",Jul 26,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3246097921/,120000000,Action Adventure Sci-Fi,PG-13,tt1430132,6.7,423733
G.I. Joe: Retaliation,"$122,523,060","3,734","$122,523,060",Mar 28,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl810845697/,130000000,Action Adventure Sci-Fi Thriller,PG-13,tt1583421,5.8,171637
Now You See Me,"$117,723,989","3,082","$117,723,989",May 31,"Lionsgate

",https://www.boxofficemojo.com/release/rl3597108737/,75000000,Crime Mystery Thriller,PG-13,tt1670345,7.3,587080
Cloudy With a Chance of Meatballs 2,"$116,857,454","4,001","$119,793,567",Sep 27,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl55215617/,78000000,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,tt1985966,6.4,88560
Lee Daniels' The Butler,"$116,180,128","3,330","$116,632,095",Aug 16,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl3712583169/,30000000,Biography Drama,PG-13,tt1327773,7.2,107082
The Hangover Part III,"$112,200,072","3,565","$112,200,072",May 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl659981825/,103000000,Comedy Crime,R,tt1951261,5.8,289033
Epic,"$107,518,682","3,894","$107,518,682",May 24,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3495921153/,100000000,Adventure Animation Family Fantasy Mystery Thriller,PG,tt0848537,6.7,98728
Captain Phillips,"$104,638,057","3,143","$107,100,855",Oct 11,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1883801089/,55000000,Adventure Biography Crime Drama Thriller,PG-13,tt1535109,7.8,413894
Silver Linings Playbook,"$103,633,972","2,809","$132,092,958",Nov 16,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1332839937/,21000000,Comedy Drama Romance,R,tt1045658,7.7,652671
Pacific Rim,"$101,802,906","3,285","$101,802,906",Jul 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1399424513/,190000000,Action Adventure Sci-Fi,PG-13,tt1663662,6.9,460804
This Is the End,"$101,470,202","3,055","$101,470,202",Jun 12,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2842461697/,32000000,Comedy,R,tt1245492,6.6,379176
Jackass Presents: Bad Grandpa,"$101,337,759","3,345","$102,003,019",Oct 25,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1598391809/,15000000,Comedy,R,tt3063516,6.5,88502
Olympus Has Fallen,"$98,925,640","3,106","$98,925,640",Mar 22,"FilmDistrict

",https://www.boxofficemojo.com/release/rl1516668417/,70000000,Action Thriller,R,tt2302755,6.5,253454
42,"$95,020,213","3,405","$95,020,213",Apr 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4181820929/,40000000,Biography Drama Sport,PG-13,tt0453562,7.5,84750
Zero Dark Thirty,"$94,277,984","2,946","$95,720,716",Dec 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1447527937/,40000000,Drama History Thriller War,R,tt1790885,7.4,267470
Django Unchained,"$94,199,823","3,012","$162,805,434",Dec 25,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl3662644737/,100000000,Drama Western,R,tt1853728,8.4,1324986
Elysium,"$93,050,117","3,284","$93,050,117",Aug 9,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl2907801089/,115000000,Action Drama Sci-Fi,R,tt1535108,6.6,414850
Anchorman 2: The Legend Continues,"$90,579,768","3,507","$125,168,368",Dec 18,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3879962113/,50000000,Comedy,PG-13,tt1229340,6.3,166278
Planes,"$90,288,712","3,716","$90,288,712",Aug 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3546842625/,50000000,Adventure Animation Comedy Family,PG,tt1691917,5.7,41750
The Lone Ranger,"$89,302,115","3,904","$89,302,115",Jul 3,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1734444545/,215000000,Action Adventure Western,PG-13,tt1210819,6.4,218577
Oblivion,"$89,107,235","3,792","$89,107,235",Apr 19,"Universal Pictures

",https://www.boxofficemojo.com/release/rl744916481/,120000000,Action Adventure Sci-Fi,PG-13,tt1483013,7.0,478211
Insidious: Chapter 2,"$83,586,447","3,155","$83,586,447",Sep 13,"FilmDistrict

",https://www.boxofficemojo.com/release/rl3445327361/,5000000,Horror Mystery Thriller,PG-13,tt2226417,6.6,151900
Turbo,"$83,028,128","3,809","$83,028,128",Jul 17,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl762742273/,135000000,Adventure Animation Comedy Family Sci-Fi Sport,PG,tt1860353,6.4,82114
Les Misérables,"$75,842,530","2,927","$148,809,770",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1952351745/,61000000,Drama History Musical Romance War,PG-13,tt1707386,7.6,303820
2 Guns,"$75,612,460","3,028","$75,612,460",Aug 2,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1195476481/,61000000,Action Comedy Crime Thriller,R,tt1272878,6.7,193434
White House Down,"$73,103,784","3,222","$73,103,784",Jun 28,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl427525633/,150000000,Action Drama Thriller,PG-13,tt2334879,6.4,203610
Mama,"$71,628,180","2,781","$71,628,180",Jan 18,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3814753793/,15000000,Horror Thriller,PG-13,tt2023587,6.2,167174
Safe Haven,"$71,349,120","3,223","$71,349,120",Feb 14,"Relativity Media

",https://www.boxofficemojo.com/release/rl91194881/,28000000,Drama Romance Thriller,PG-13,tt1702439,6.7,102802
The Smurfs 2,"$71,017,784","3,867","$71,017,784",Jul 31,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl309364225/,105000000,Adventure Animation Comedy Family Fantasy,PG,tt2017020,5.3,37234
The Best Man Holiday,"$70,313,550","2,041","$70,525,195",Nov 15,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2403632641/,17000000,Comedy Drama,R,tt2083355,6.7,14652
Percy Jackson: Sea of Monsters,"$68,481,744","3,080","$68,559,554",Aug 7,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl174622209/,90000000,Adventure Family Fantasy Thriller,PG,tt1854564,5.8,108781
American Hustle,"$67,518,524","2,629","$150,117,807",Dec 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1867286017/,40000000,Crime Drama,R,tt1800241,7.2,441962
A Good Day to Die Hard,"$67,349,198","3,555","$67,349,198",Feb 14,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3041887745/,92000000,Action Thriller,R,tt1606378,5.3,196017
Warm Bodies,"$66,380,662","3,009","$66,380,662",Feb 1,"Lionsgate

",https://www.boxofficemojo.com/release/rl712541697/,35000000,Comedy Horror Romance,PG-13,tt1588173,6.8,217058
Jack the Giant Slayer,"$65,187,603","3,525","$65,187,603",Mar 1,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2254079489/,195000000,Adventure Fantasy,PG-13,tt1351685,6.2,130169
The Purge,"$64,473,115","2,591","$64,473,115",Jun 7,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1684702721/,3000000,Horror Thriller,R,tt2184339,5.7,198851
Last Vegas,"$62,791,595","3,237","$63,914,167",Nov 1,"CBS Films

",https://www.boxofficemojo.com/release/rl2405402113/,28000000,Comedy Drama,PG-13,tt1204975,6.6,126914
Ender's Game,"$61,283,464","3,407","$61,737,191",Nov 1,"Lionsgate

",https://www.boxofficemojo.com/release/rl2370930177/,110000000,Action Adventure Fantasy Sci-Fi,PG-13,tt1731141,6.6,220977
Prisoners,"$61,002,302","3,290","$61,002,302",Sep 20,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3664479745/,46000000,Crime Drama Mystery Thriller,R,tt1392214,8.1,584999
After Earth,"$60,522,097","3,401","$60,522,097",May 31,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl994149889/,130000000,Action Adventure Sci-Fi,PG-13,tt1815862,4.8,189648
